"time [s]";"load factor";"airspeed [km/h]"
605.9;1.1;102.047
606.0;1.08;102.047
606.1;1.03;103.144
606.2;0.95;104.242
606.3;1.07;102.047
606.4;1.24;103.144
606.5;0.81;103.144
606.6;0.94;99.8525
606.7;1.04;100.95
606.8;1.01;100.95
606.9;0.97;100.95
607.0;1.07;98.7552
607.1;0.97;100.95
607.2;0.98;103.144
607.3;1.07;103.144
607.4;1.12;103.144
607.5;1.02;102.047
607.6;1.11;103.144
607.7;1.22;100.95
607.8;1.08;99.8525
607.9;0.92;102.047
608.0;1.07;103.144
608.1;1.28;104.242
608.2;1.27;105.339
608.3;0.91;106.436
608.4;1.08;107.533
608.5;1.12;108.631
608.6;1.12;107.533
608.7;1.01;105.339
608.8;1.28;103.144
608.9;0.97;102.047
609.0;0.88;100.95
609.1;1.29;106.436
609.2;1.16;107.533
609.3;1.9;99.8525
609.4;1.47;96.5606
609.5;1.38;97.6579
609.6;1.16;96.5606
609.7;1.24;102.047
609.8;1.29;108.631
609.9;1.48;109.728
610.0;1.35;106.436
610.1;1.24;105.339
610.2;1.4;105.339
610.3;1.21;104.242
610.4;1.3;102.047
610.5;1.16;98.7552
610.6;1;95.4634
610.7;1.11;97.6579
610.8;1.01;99.8525
610.9;1.17;102.047
611.0;1.53;102.047
611.1;1.38;105.339
611.2;1.42;104.242
611.3;1.33;104.242
611.4;1.54;105.339
611.5;1.08;102.047
611.6;1;100.95
611.7;1.38;98.7552
611.8;1.04;102.047
611.9;0.93;99.8525
612.0;1.19;102.047
612.1;1.45;103.144
612.2;1.51;103.144
612.3;1.49;106.436
612.4;1.56;107.533
612.5;1.51;107.533
612.6;1.49;105.339
612.7;1.44;106.436
612.8;1.4;107.533
612.9;1.29;107.533
613.0;1.15;106.436
613.1;1.08;103.144
613.2;1.16;100.95
613.3;0.87;102.047
613.4;1.07;105.339
613.5;1.34;107.533
613.6;1.36;108.631
613.7;1.18;109.728
613.8;1.28;108.631
613.9;1.29;105.339
614.0;1.22;104.242
614.1;1;107.533
614.2;1.21;105.339
614.3;1.29;105.339
614.4;1.21;106.436
614.5;1.09;107.533
614.6;1.23;107.533
614.7;1.27;107.533
614.8;1.26;106.436
614.9;1.13;104.242
615.0;1.39;107.533
615.1;1.34;107.533
615.2;1.38;106.436
615.3;1.42;105.339
615.4;1.45;105.339
615.5;1.29;104.242
615.6;1.43;104.242
615.7;1.37;104.242
615.8;1.45;105.339
615.9;1.25;105.339
616.0;1.26;105.339
616.1;1.57;106.436
616.2;1.33;109.728
616.3;1.9;111.923
616.4;1.58;108.631
616.5;1.44;106.436
616.6;1.59;106.436
616.7;1.34;107.533
616.8;1.63;105.339
616.9;1.17;103.144
617.0;1.34;100.95
617.1;1.33;103.144
617.2;1.15;102.047
617.3;1.05;102.047
617.4;1.08;104.242
617.5;1.17;102.047
617.6;1.04;100.95
617.7;1.13;103.144
617.8;1.42;104.242
617.9;1.38;104.242
618.0;1.21;102.047
618.1;1.32;102.047
618.2;1.41;99.8525
618.3;1.37;103.144
618.4;1.4;105.339
618.5;1.39;103.144
618.6;1.32;102.047
618.7;1.33;102.047
618.8;1.35;103.144
618.9;1.12;103.144
619.0;1.22;100.95
619.1;1.23;102.047
619.2;1.25;99.8525
619.3;1.04;100.95
619.4;0.98;103.144
619.5;1.01;102.047
619.6;1.01;99.8525
619.7;1.13;99.8525
619.8;0.9;98.7552
619.9;0.93;98.7552
620.0;0.95;98.7552
620.1;1.02;99.8525
620.2;1.07;99.8525
620.3;0.82;99.8525
620.4;0.94;98.7552
620.5;1.06;98.7552
620.6;0.86;98.7552
620.7;0.72;97.6579
620.8;0.87;96.5606
620.9;0.84;97.6579
621.0;0.94;97.6579
621.1;0.99;99.8525
621.2;1.06;98.7552
621.3;1.16;100.95
621.4;1.1;100.95
621.5;1.13;102.047
621.6;1.1;102.047
621.7;1.25;104.242
621.8;1.2;103.144
621.9;1.23;103.144
622.0;1.21;104.242
622.1;1.37;105.339
622.2;1.26;105.339
622.3;1.25;105.339
622.4;1.31;104.242
622.5;1.18;103.144
622.6;1.21;102.047
622.7;1.15;102.047
622.8;1.11;100.95
622.9;1.02;99.8525
623.0;1.1;99.8525
623.1;1.07;103.144
623.2;1.3;102.047
623.3;0.95;98.7552
623.4;0.99;98.7552
623.5;1.03;97.6579
623.6;1.04;98.7552
623.7;0.98;99.8525
623.8;0.85;98.7552
623.9;0.84;95.4634
624.0;1.02;94.3661
624.1;0.95;97.6579
624.2;0.88;95.4634
624.3;1.21;98.7552
624.4;0.94;102.047
624.5;1.06;102.047
624.6;1.08;103.144
624.7;1.07;102.047
624.8;1.18;102.047
624.9;1.13;102.047
625.0;1.16;103.144
625.1;1.09;102.047
625.2;1.03;100.95
625.3;1.08;100.95
625.4;1.14;103.144
625.5;1.23;103.144
625.6;1.26;104.242
625.7;1.21;105.339
625.8;1.21;104.242
625.9;1.21;105.339
626.0;1.19;104.242
626.1;1.16;104.242
626.2;1.23;103.144
626.3;1.09;102.047
626.4;0.87;103.144
626.5;0.91;102.047
626.6;1.25;103.144
626.7;1.06;102.047
626.8;1.01;102.047
626.9;0.83;103.144
627.0;1.05;103.144
627.1;1.41;104.242
627.2;1.04;103.144
627.3;1.06;103.144
627.4;1.16;102.047
627.5;1.12;102.047
627.6;1.2;103.144
627.7;1.08;102.047
627.8;0.99;102.047
627.9;1.13;103.144
628.0;0.98;103.144
628.1;0.83;103.144
628.2;0.9;104.242
628.3;1.24;105.339
628.4;1.12;103.144
628.5;1.18;104.242
628.6;1.12;105.339
628.7;1.06;105.339
628.8;0.98;105.339
628.9;1.05;104.242
629.0;1.15;102.047
629.1;1.13;103.144
629.2;0.87;102.047
629.3;0.69;102.047
629.4;0.94;102.047
629.5;1.09;102.047
629.6;0.98;100.95
629.7;1.04;104.242
629.8;1.21;105.339
629.9;1.01;107.533
630.0;1.22;107.533
630.1;1.09;105.339
630.2;0.65;107.533
630.3;0.9;105.339
630.4;1.18;106.436
630.5;1.37;106.436
630.6;0.75;107.533
630.7;1.21;107.533
630.8;1.19;107.533
630.9;1.11;103.144
631.0;1.34;102.047
631.1;0.96;106.436
631.2;0.91;108.631
631.3;1.49;114.117
631.4;1.36;113.02
631.5;1.26;109.728
631.6;1.28;108.631
631.7;1.28;109.728
631.8;1.33;109.728
631.9;0.87;109.728
632.0;0.79;107.533
632.1;1.02;105.339
632.2;1.06;102.047
632.3;1.17;102.047
632.4;0.97;102.047
632.5;0.96;102.047
632.6;1.04;105.339
632.7;0.94;103.144
632.8;1.02;102.047
632.9;1.17;97.6579
633.0;0.72;97.6579
633.1;0.91;99.8525
633.2;0.95;98.7552
633.3;0.8;98.7552
633.4;0.85;99.8525
633.5;1;98.7552
633.6;0.65;99.8525
633.7;1.04;100.95
633.8;1.19;105.339
633.9;0.95;105.339
634.0;1.1;104.242
634.1;1.22;104.242
634.2;1.27;105.339
634.3;1.09;103.144
634.4;1.18;102.047
634.5;1.24;99.8525
634.6;1.1;100.95
634.7;1.18;99.8525
634.8;1.13;100.95
634.9;1.08;99.8525
635.0;1.13;98.7552
635.1;1.08;97.6579
635.2;1.08;97.6579
635.3;1.18;96.5606
635.4;1.07;96.5606
635.5;1;97.6579
635.6;1.17;97.6579
635.7;1.12;97.6579
635.8;1.2;97.6579
635.9;1.15;98.7552
636.0;1.11;97.6579
636.1;1.15;97.6579
636.2;1.13;97.6579
636.3;1.11;97.6579
636.4;1.09;98.7552
636.5;1.06;97.6579
636.6;1.16;97.6579
636.7;1.01;97.6579
636.8;1.07;97.6579
636.9;1.02;96.5606
637.0;1.05;98.7552
637.1;1.01;97.6579
637.2;0.98;97.6579
637.3;1.1;98.7552
637.4;1.04;96.5606
637.5;1;97.6579
637.6;0.94;96.5606
637.7;0.95;96.5606
637.8;1;96.5606
637.9;1.09;97.6579
638.0;1;94.3661
638.1;1;98.7552
638.2;1.18;95.4634
638.3;1.1;97.6579
638.4;1.07;95.4634
638.5;1.06;95.4634
638.6;1.1;96.5606
638.7;0.93;93.2688
638.8;1.04;95.4634
638.9;1.11;95.4634
639.0;1.05;98.7552
639.1;1;96.5606
639.2;1.04;96.5606
639.3;1.22;98.7552
639.4;1.16;97.6579
639.5;0.93;96.5606
639.6;1.19;99.8525
639.7;1.3;100.95
639.8;1.13;98.7552
639.9;1.25;100.95
640.0;1;98.7552
640.1;1.3;99.8525
640.2;1.23;100.95
640.3;1.1;98.7552
640.4;1.09;99.8525
640.5;1.1;96.5606
640.6;1.11;97.6579
640.7;1.22;96.5606
640.8;1.06;97.6579
640.9;0.94;98.7552
641.0;1.03;98.7552
641.1;0.87;99.8525
641.2;0.92;97.6579
641.3;1.02;98.7552
641.4;1.02;98.7552
641.5;0.89;98.7552
641.6;0.97;98.7552
641.7;1.05;97.6579
641.8;1.12;98.7552
641.9;1.07;100.95
642.0;1.08;103.144
642.1;1.03;100.95
642.2;0.99;99.8525
642.3;0.92;98.7552
642.4;1.06;100.95
642.5;0.99;102.047
642.6;0.97;99.8525
642.7;1.04;102.047
642.8;0.97;99.8525
642.9;1.03;100.95
643.0;1.07;100.95
643.1;1.04;100.95
643.2;1.28;103.144
643.3;1.07;103.144
643.4;1.07;100.95
643.5;1;102.047
643.6;1.15;102.047
643.7;1.34;103.144
643.8;1.17;103.144
643.9;1.13;100.95
644.0;1.03;100.95
644.1;1.12;99.8525
644.2;1.05;98.7552
644.3;0.97;100.95
644.4;0.94;98.7552
644.5;1.04;99.8525
644.6;1.22;102.047
644.7;0.96;103.144
644.8;0.97;99.8525
644.9;1.09;100.95
645.0;1.11;97.6579
645.1;1.05;100.95
645.2;0.97;103.144
645.3;1.12;102.047
645.4;1.09;102.047
645.5;1.25;103.144
645.6;1.09;103.144
645.7;0.95;100.95
645.8;1.11;104.242
645.9;1.13;103.144
646.0;1.14;104.242
646.1;1.1;103.144
646.2;1.14;103.144
646.3;1.14;104.242
646.4;1.1;103.144
646.5;1.02;102.047
646.6;1.1;102.047
646.7;1.02;100.95
646.8;1.06;99.8525
646.9;1.01;100.95
647.0;1.04;98.7552
647.1;1.01;99.8525
647.2;1;103.144
647.3;0.96;102.047
647.4;0.94;99.8525
647.5;1.02;99.8525
647.6;1.03;100.95
647.7;0.99;102.047
647.8;1.09;104.242
647.9;1.06;100.95
648.0;1.01;103.144
648.1;1.02;100.95
648.2;1.14;104.242
648.3;1.07;102.047
648.4;1.12;105.339
648.5;1.2;104.242
648.6;1.21;106.436
648.7;1.09;103.144
648.8;1.16;104.242
648.9;1.07;105.339
649.0;1.04;106.436
649.1;1.17;105.339
649.2;1.1;104.242
649.3;1.07;103.144
649.4;0.91;103.144
649.5;0.99;103.144
649.6;1.05;104.242
649.7;0.97;103.144
649.8;0.99;100.95
649.9;1.04;100.95
650.0;0.99;102.047
650.1;0.93;100.95
650.2;1.09;102.047
650.3;1.14;100.95
650.4;1.03;102.047
650.5;1.1;103.144
650.6;1.11;102.047
650.7;1.15;103.144
650.8;1.06;100.95
650.9;1.2;102.047
651.0;0.98;103.144
651.1;1.02;104.242
651.2;1.05;104.242
651.3;0.95;102.047
651.4;1.15;103.144
651.5;1.15;105.339
651.6;1.08;104.242
651.7;1.05;104.242
651.8;1.12;103.144
651.9;1.22;104.242
652.0;1.18;105.339
652.1;1.18;105.339
652.2;1.1;105.339
652.3;1.1;104.242
652.4;1.06;103.144
652.5;1.01;102.047
652.6;1;103.144
652.7;0.88;103.144
652.8;1.02;103.144
652.9;1.03;102.047
653.0;0.94;103.144
653.1;0.98;102.047
653.2;1.11;103.144
653.3;1.09;104.242
653.4;1.06;103.144
653.5;1.02;103.144
653.6;0.99;102.047
653.7;1.02;102.047
653.8;1.08;103.144
653.9;1.04;102.047
654.0;1;102.047
654.1;0.96;103.144
654.2;1.07;103.144
654.3;1.09;103.144
654.4;1.02;104.242
654.5;1.16;104.242
654.6;1.16;104.242
654.7;1.13;104.242
654.8;1.12;104.242
654.9;1.17;103.144
655.0;1.01;103.144
655.1;1.25;102.047
655.2;1.35;102.047
655.3;1.46;100.95
655.4;1.38;100.95
655.5;1.25;100.95
655.6;1.14;102.047
655.7;1.18;99.8525
655.8;1.2;98.7552
655.9;1.13;98.7552
656.0;1.19;100.95
656.1;1.23;100.95
656.2;1.22;100.95
656.3;1.16;98.7552
656.4;1.16;99.8525
656.5;1.26;100.95
656.6;1.28;99.8525
656.7;1.35;100.95
656.8;1.36;100.95
656.9;1.38;103.144
657.0;1.46;102.047
657.1;1.43;102.047
657.2;1.44;104.242
657.3;1.39;104.242
657.4;1.31;103.144
657.5;1.39;104.242
657.6;1.46;103.144
657.7;1.36;103.144
657.8;1.46;103.144
657.9;1.53;102.047
658.0;1.41;104.242
658.1;1.31;104.242
658.2;1.2;104.242
658.3;1.31;103.144
658.4;1.48;102.047
658.5;1.47;100.95
658.6;1.51;100.95
658.7;1.3;102.047
658.8;1.12;98.7552
658.9;1.16;97.6579
659.0;1.32;96.5606
659.1;1.24;97.6579
659.2;1.08;95.4634
659.3;1.04;95.4634
659.4;1.12;97.6579
659.5;1.26;98.7552
659.6;1.38;98.7552
659.7;1.08;95.4634
659.8;1.08;96.5606
659.9;1.19;98.7552
660.0;1.16;98.7552
660.1;1.1;98.7552
660.2;1.4;99.8525
660.3;1.24;99.8525
660.4;1.07;98.7552
660.5;1.37;100.95
660.6;1.58;103.144
660.7;1.75;104.242
660.8;1.37;102.047
660.9;1.4;103.144
661.0;1.64;104.242
661.1;1.5;104.242
661.2;1.57;105.339
661.3;1.48;105.339
661.4;1.45;104.242
661.5;1.61;104.242
661.6;1.51;103.144
661.7;1.47;103.144
661.8;1.57;103.144
661.9;1.66;103.144
662.0;1.74;103.144
662.1;1.67;103.144
662.2;1.7;103.144
662.3;1.7;102.047
662.4;1.61;100.95
662.5;1.56;99.8525
662.6;1.49;99.8525
662.7;1.43;99.8525
662.8;1.37;97.6579
662.9;1.3;98.7552
663.0;1.33;96.5606
663.1;1.18;95.4634
663.2;1.19;96.5606
663.3;1.19;95.4634
663.4;1.15;95.4634
663.5;1.07;95.4634
663.6;1.01;96.5606
663.7;0.96;95.4634
663.8;0.94;92.1715
663.9;0.91;92.1715
664.0;0.85;93.2688
664.1;0.88;92.1715
664.2;0.91;92.1715
664.3;0.85;92.1715
664.4;0.82;92.1715
664.5;0.85;92.1715
664.6;0.97;92.1715
664.7;0.96;93.2688
664.8;0.95;93.2688
664.9;0.96;96.5606
665.0;0.96;95.4634
665.1;1.02;95.4634
665.2;1.05;95.4634
665.3;1.06;95.4634
665.4;1.12;95.4634
665.5;1.14;98.7552
665.6;1.16;97.6579
665.7;1.19;97.6579
665.8;1.16;97.6579
665.9;1.2;97.6579
666.0;1.16;96.5606
666.1;1.12;98.7552
666.2;1.21;99.8525
666.3;1.23;98.7552
666.4;1.1;98.7552
666.5;1.15;98.7552
666.6;1.14;98.7552
666.7;1.21;100.95
666.8;1.2;100.95
666.9;1.17;99.8525
667.0;1.09;99.8525
667.1;1.06;98.7552
667.2;1.06;97.6579
667.3;1.06;97.6579
667.4;0.99;96.5606
667.5;1.07;100.95
667.6;1.04;98.7552
667.7;1.11;98.7552
667.8;1.02;97.6579
667.9;0.99;95.4634
668.0;0.97;97.6579
668.1;1.02;98.7552
668.2;0.98;97.6579
668.3;1.01;96.5606
668.4;1.06;99.8525
668.5;1.08;98.7552
668.6;1.08;97.6579
668.7;1.1;99.8525
668.8;1.11;99.8525
668.9;1.12;97.6579
669.0;1.08;96.5606
669.1;1.05;99.8525
669.2;1.16;98.7552
669.3;1.16;96.5606
669.4;1.1;100.95
669.5;1.18;98.7552
669.6;1.16;96.5606
669.7;1.24;99.8525
669.8;1.18;99.8525
669.9;1.15;99.8525
670.0;1.11;100.95
670.1;1.16;100.95
670.2;1.14;99.8525
670.3;1.23;97.6579
670.4;1.13;100.95
670.5;1.01;99.8525
670.6;1.05;96.5606
670.7;1.07;98.7552
670.8;0.99;99.8525
670.9;1.05;100.95
671.0;1.1;103.144
671.1;1.13;100.95
671.2;1.15;102.047
671.3;1.12;103.144
671.4;1.21;100.95
671.5;1.19;100.95
671.6;0.94;99.8525
671.7;1.09;104.242
671.8;1.18;103.144
671.9;1.11;100.95
672.0;1.02;102.047
672.1;1.04;104.242
672.2;1.14;103.144
672.3;1.09;102.047
672.4;1.03;100.95
672.5;1.02;104.242
672.6;1.09;104.242
672.7;1.1;104.242
672.8;1.05;102.047
672.9;1;100.95
673.0;1.04;99.8525
673.1;1.04;103.144
673.2;1.02;102.047
673.3;0.99;102.047
673.4;1.13;107.533
673.5;1.28;105.339
673.6;1.18;106.436
673.7;1.16;107.533
673.8;1.05;105.339
673.9;1.03;100.95
674.0;1.05;102.047
674.1;0.98;103.144
674.2;0.92;100.95
674.3;1.08;104.242
674.4;1.04;106.436
674.5;1.08;106.436
674.6;1.17;107.533
674.7;1.04;106.436
674.8;1.02;104.242
674.9;1.07;105.339
675.0;1.15;105.339
675.1;1.14;105.339
675.2;1.12;105.339
675.3;1.09;106.436
675.4;1.05;106.436
675.5;1.02;104.242
675.6;1.06;104.242
675.7;1.17;106.436
675.8;1.03;107.533
675.9;1.09;106.436
676.0;1.09;105.339
676.1;1.09;107.533
676.2;1.09;107.533
676.3;1.16;106.436
676.4;1.07;108.631
676.5;1.14;107.533
676.6;1.07;106.436
676.7;1.08;106.436
676.8;1.12;107.533
676.9;1.05;106.436
677.0;1.18;106.436
677.1;1.17;106.436
677.2;1.06;107.533
677.3;1.17;107.533
677.4;1.16;107.533
677.5;1.12;106.436
677.6;1.14;107.533
677.7;1.06;105.339
677.8;1.01;106.436
677.9;1.02;105.339
678.0;1.07;106.436
678.1;1.04;105.339
678.2;1.01;104.242
678.3;0.96;105.339
678.4;0.99;104.242
678.5;0.99;104.242
678.6;0.9;104.242
678.7;0.99;104.242
678.8;1.01;105.339
678.9;0.99;103.144
679.0;0.98;104.242
679.1;1.04;105.339
679.2;1.02;105.339
679.3;1.06;106.436
679.4;1.09;105.339
679.5;1.08;105.339
679.6;1.05;106.436
679.7;1.07;104.242
679.8;1.03;105.339
679.9;1.05;106.436
680.0;1.09;105.339
680.1;1.04;105.339
680.2;1.22;105.339
680.3;1.2;105.339
680.4;1.03;106.436
680.5;1.11;106.436
680.6;1.13;106.436
680.7;1.06;106.436
680.8;1.18;107.533
680.9;1.11;105.339
681.0;1.1;104.242
681.1;1.05;103.144
681.2;0.98;102.047
681.3;0.99;105.339
681.4;1.16;104.242
681.5;1;105.339
681.6;1.1;104.242
681.7;0.95;103.144
681.8;1.14;103.144
681.9;1.3;102.047
682.0;1.04;103.144
682.1;1.06;102.047
682.2;1;105.339
682.3;1.07;105.339
682.4;1.46;107.533
682.5;1.25;104.242
682.6;1.08;105.339
682.7;1.31;105.339
682.8;1.15;107.533
682.9;0.85;104.242
683.0;0.86;104.242
683.1;1.13;103.144
683.2;0.86;102.047
683.3;0.89;102.047
683.4;0.92;100.95
683.5;0.72;99.8525
683.6;0.73;103.144
683.7;1.08;98.7552
683.8;1.05;103.144
683.9;1.02;102.047
684.0;1.02;100.95
684.1;1.18;103.144
684.2;1.09;99.8525
684.3;1.13;102.047
684.4;1.06;100.95
684.5;1.1;102.047
684.6;1.27;105.339
684.7;1.05;103.144
684.8;1.22;104.242
684.9;1.22;103.144
685.0;1.2;102.047
685.1;0.97;102.047
685.2;1.07;104.242
685.3;1.17;103.144
685.4;1.09;103.144
685.5;1.22;102.047
685.6;1.21;103.144
685.7;1.08;104.242
685.8;1.33;100.95
685.9;1.04;100.95
686.0;0.76;100.95
686.1;1;99.8525
686.2;1.05;100.95
686.3;0.98;103.144
686.4;1.13;102.047
686.5;0.93;98.7552
686.6;0.91;98.7552
686.7;1.06;97.6579
686.8;1.11;99.8525
686.9;1.11;103.144
687.0;1.11;106.436
687.1;1.06;103.144
687.2;1.09;104.242
687.3;1.12;105.339
687.4;1.33;104.242
687.5;1.16;104.242
687.6;1.28;106.436
687.7;1.05;105.339
687.8;1.11;103.144
687.9;1.09;102.047
688.0;0.84;100.95
688.1;0.89;100.95
688.2;0.99;99.8525
688.3;1.02;102.047
688.4;1.3;98.7552
688.5;0.88;103.144
688.6;0.93;104.242
688.7;1.17;99.8525
688.8;1.14;97.6579
688.9;0.97;100.95
689.0;0.83;97.6579
689.1;0.98;96.5606
689.2;1.2;98.7552
689.3;0.65;99.8525
689.4;1.14;102.047
689.5;1.02;102.047
689.6;1.13;102.047
689.7;1.2;100.95
689.8;1.03;99.8525
689.9;1.1;103.144
690.0;1.07;104.242
690.1;1.17;102.047
690.2;1.06;103.144
690.3;1.17;104.242
690.4;1.16;103.144
690.5;1.15;103.144
690.6;1.08;102.047
690.7;1;104.242
690.8;1.21;102.047
690.9;1.02;103.144
691.0;1.07;104.242
691.1;1.03;103.144
691.2;1.14;103.144
691.3;1.05;102.047
691.4;0.85;104.242
691.5;0.94;100.95
691.6;1.13;102.047
691.7;1.16;102.047
691.8;1.07;105.339
691.9;1.2;103.144
692.0;1.08;104.242
692.1;1;105.339
692.2;0.99;104.242
692.3;1.18;105.339
692.4;1.09;104.242
692.5;1;104.242
692.6;0.98;103.144
692.7;1.06;100.95
692.8;0.98;100.95
692.9;0.93;99.8525
693.0;1.24;102.047
693.1;1.09;99.8525
693.2;1.1;99.8525
693.3;1.02;97.6579
693.4;1.09;98.7552
693.5;1.04;103.144
693.6;1.04;100.95
693.7;1.01;96.5606
693.8;1.08;98.7552
693.9;1.07;97.6579
694.0;1.1;99.8525
694.1;1.19;100.95
694.2;1.05;99.8525
694.3;1.21;99.8525
694.4;1.1;102.047
694.5;0.95;104.242
694.6;1.13;104.242
694.7;1.1;100.95
694.8;1.07;99.8525
694.9;1.06;99.8525
695.0;1.13;102.047
695.1;1.14;103.144
695.2;0.83;103.144
695.3;0.94;106.436
695.4;1.21;110.825
695.5;1.1;107.533
695.6;1.17;106.436
695.7;1.12;105.339
695.8;1.15;107.533
695.9;1.11;106.436
696.0;1.28;107.533
696.1;0.99;108.631
696.2;1.29;106.436
696.3;1.21;107.533
696.4;1.45;106.436
696.5;1.58;106.436
696.6;1.37;104.242
696.7;1.18;102.047
696.8;1.04;99.8525
696.9;0.84;102.047
697.0;1;99.8525
697.1;0.78;98.7552
697.2;0.8;94.3661
697.3;0.86;96.5606
697.4;0.97;98.7552
697.5;0.95;99.8525
697.6;0.75;97.6579
697.7;1.31;98.7552
697.8;1.3;100.95
697.9;1.59;103.144
698.0;1.12;100.95
698.1;1.49;104.242
698.2;1.26;103.144
698.3;1.41;109.728
698.4;1.46;107.533
698.5;1.69;107.533
698.6;1.35;106.436
698.7;1.36;107.533
698.8;1.44;108.631
698.9;1.69;113.02
699.0;1.95;110.825
699.1;1.53;111.923
699.2;1.27;111.923
699.3;1.63;109.728
699.4;1.79;111.923
699.5;1.79;110.825
699.6;2.03;110.825
699.7;1.57;110.825
699.8;1.42;108.631
699.9;1.53;107.533
700.0;1.15;106.436
700.1;1.35;105.339
700.2;1.3;103.144
700.3;1.04;102.047
700.4;1.25;102.047
700.5;1.44;104.242
700.6;1.37;102.047
700.7;1.06;100.95
700.8;1.4;100.95
700.9;1.21;100.95
701.0;0.98;99.8525
701.1;0.97;99.8525
701.2;1.32;96.5606
701.3;1.15;94.3661
701.4;1.24;96.5606
701.5;0.89;98.7552
701.6;0.87;99.8525
701.7;1.13;97.6579
701.8;1;98.7552
701.9;0.97;97.6579
702.0;0.99;99.8525
702.1;1.24;102.047
702.2;1.3;102.047
702.3;1.33;103.144
702.4;1.35;100.95
702.5;1.46;100.95
702.6;1.69;99.8525
702.7;1.72;104.242
702.8;1.25;104.242
702.9;1.35;105.339
703.0;1.54;104.242
703.1;1.68;102.047
703.2;1.63;104.242
703.3;1.8;106.436
703.4;1.53;107.533
703.5;1.45;108.631
703.6;1.87;108.631
703.7;1.72;108.631
703.8;1.55;107.533
703.9;1.71;107.533
704.0;1.52;103.144
704.1;1.26;104.242
704.2;1.33;104.242
704.3;1.61;103.144
704.4;1.44;98.7552
704.5;1.6;99.8525
704.6;1.29;100.95
704.7;1.26;100.95
704.8;1.13;98.7552
704.9;1.25;96.5606
705.0;1.16;98.7552
705.1;1.14;98.7552
705.2;1.09;96.5606
705.3;1.17;94.3661
705.4;1.28;96.5606
705.5;1.15;93.2688
705.6;0.89;95.4634
705.7;1.04;96.5606
705.8;1.07;97.6579
705.9;0.94;96.5606
706.0;0.74;93.2688
706.1;0.82;95.4634
706.2;0.98;92.1715
706.3;1.08;92.1715
706.4;0.86;94.3661
706.5;0.89;94.3661
706.6;0.92;93.2688
706.7;1.08;95.4634
706.8;1.08;95.4634
706.9;1.01;94.3661
707.0;1.01;94.3661
707.1;1.03;95.4634
707.2;1.13;94.3661
707.3;1.1;92.1715
707.4;1.03;92.1715
707.5;1.08;93.2688
707.6;1.09;93.2688
707.7;1.28;93.2688
707.8;1.22;94.3661
707.9;1.21;95.4634
708.0;1.29;95.4634
708.1;1.3;95.4634
708.2;1.24;94.3661
708.3;1.21;93.2688
708.4;1.25;92.1715
708.5;1.36;92.1715
708.6;1.05;93.2688
708.7;0.98;94.3661
708.8;1.14;96.5606
708.9;1.17;95.4634
709.0;0.93;92.1715
709.1;1.2;93.2688
709.2;1.15;94.3661
709.3;1.03;93.2688
709.4;1.13;93.2688
709.5;1.01;92.1715
709.6;0.85;92.1715
709.7;0.95;96.5606
709.8;1.05;97.6579
709.9;0.8;96.5606
710.0;1.22;97.6579
710.1;1.1;95.4634
710.2;1.2;95.4634
710.3;1.42;98.7552
710.4;1.11;97.6579
710.5;0.99;99.8525
710.6;1.17;100.95
710.7;0.97;106.436
710.8;0.93;103.144
710.9;1.06;102.047
711.0;1.12;99.8525
711.1;1.27;98.7552
711.2;1.06;96.5606
711.3;1.1;100.95
711.4;1.09;98.7552
711.5;1.08;98.7552
711.6;1.03;97.6579
711.7;1.08;98.7552
711.8;1.02;99.8525
711.9;1.18;100.95
712.0;1.08;100.95
712.1;1.07;104.242
712.2;1.06;103.144
712.3;1.29;103.144
712.4;1.21;102.047
712.5;1.07;102.047
712.6;1.18;100.95
712.7;1.23;102.047
712.8;1.05;102.047
712.9;1.07;100.95
713.0;0.94;102.047
713.1;0.8;103.144
713.2;0.96;105.339
713.3;0.98;103.144
713.4;0.99;104.242
713.5;1.02;105.339
713.6;1.01;107.533
713.7;0.98;107.533
713.8;0.86;107.533
713.9;0.95;106.436
714.0;0.89;108.631
714.1;1.07;109.728
714.2;1.08;106.436
714.3;0.99;106.436
714.4;1.21;109.728
714.5;1.16;110.825
714.6;1.21;109.728
714.7;1.39;108.631
714.8;1.11;106.436
714.9;1.06;106.436
715.0;1.18;107.533
715.1;1.21;105.339
715.2;1.14;107.533
715.3;1.07;106.436
715.4;0.79;105.339
715.5;0.98;107.533
715.6;1.3;110.825
715.7;1;111.923
715.8;1.12;110.825
715.9;1.16;106.436
716.0;0.92;105.339
716.1;1.06;105.339
716.2;1.28;106.436
716.3;1.07;105.339
716.4;0.83;103.144
716.5;1.1;103.144
716.6;1.03;106.436
716.7;1.22;107.533
716.8;1.21;106.436
716.9;1.02;108.631
717.0;1.03;107.533
717.1;1.1;104.242
717.2;0.88;105.339
717.3;0.96;103.144
717.4;1.15;106.436
717.5;0.58;110.825
717.6;0.54;111.923
717.7;1.52;109.728
717.8;1.04;108.631
717.9;1.11;113.02
718.0;0.89;116.312
718.1;1.18;114.117
718.2;1.08;111.923
718.3;1.39;113.02
718.4;1.25;108.631
718.5;1.52;107.533
718.6;1.15;107.533
718.7;1.19;105.339
718.8;0.81;104.242
718.9;0.85;104.242
719.0;0.95;105.339
719.1;1.1;106.436
719.2;1.18;107.533
719.3;0.9;105.339
719.4;0.98;104.242
719.5;1.2;105.339
719.6;1.09;105.339
719.7;1.24;105.339
